t, q_1, q_2, q_3, q_4, q_5, q_1_dot, q_2_dot, q_3_dot, q_4_dot, q_5_dot, eta_1, eta_2, eta_3, eta_4, eta_1_dot, eta_2_dot, eta_3_dot, eta_4_dot, z_1, z_1_dot, y_1, y_2, y_3, y_4, y_5, y_dot_1, y_dot_2, y_dot_3, y_dot_4, y_dot_5, post_impact,
21.999,0.293392,-1.07392,0.867458,-0.600215,1.16322,1.31197,-0.41478,-0.399754,0.381063,-0.431108,-1.07392,0.867458,-0.600215,1.16322,-0.41478,-0.399754,0.381063,-0.431108,0.293392,9.27702,-0.123393,0.833905,0.0869291,-0.264271,0.000273875,0.950496,0.125945,0.497437,0.385963,0.0456198,0,
22,0.294705,-1.07436,0.867095,-0.599891,1.16289,1.31338,-0.435643,-0.363301,0.324192,-0.329573,-1.07436,0.867095,-0.599891,1.16289,-0.435643,-0.363301,0.324192,-0.329573,0.294705,9.26417,-0.122506,0.834023,0.0874435,-0.263899,0.000340547,0.949617,0.117797,0.514433,0.372474,0.0663278,0,
22.001,0.296019,-1.07481,0.866767,-0.599627,1.16266,1.3139,-0.454846,-0.327469,0.26426,-0.223265,-1.07481,0.866767,-0.599627,1.16266,-0.454846,-0.327469,0.26426,-0.223265,0.296019,9.25143,-0.121621,0.834134,0.0879751,-0.263539,0.000429613,0.948727,0.110066,0.531583,0.359399,0.0887249,0,
22.002,0.297333,-1.07528,0.866475,-0.599425,1.16255,1.31353,-0.472413,-0.292174,0.201275,-0.112594,-1.07528,0.866475,-0.599425,1.16255,-0.472413,-0.292174,0.201275,-0.112594,0.297333,9.23878,-0.120737,0.834237,0.088524,-0.263192,0.000542635,0.947799,0.102743,0.54894,0.346842,0.112687,0,
22.003,0.298645,-1.07577,0.866218,-0.59929,1.16255,1.31227,-0.488373,-0.257373,0.135299,0.00205362,-1.07577,0.866218,-0.59929,1.16255,-0.488373,-0.257373,0.135299,0.00205362,0.298645,9.22624,-0.119853,0.834334,0.0890906,-0.262857,0.000681062,0.946814,0.0958217,0.566529,0.33489,0.138101,0,
22.004,0.299955,-1.07627,0.865995,-0.599224,1.16267,1.31016,-0.50276,-0.22305,0.0664349,0.120313,-1.07627,0.865995,-0.599224,1.16267,-0.50276,-0.22305,0.0664349,0.120313,0.299955,9.21379,-0.11897,0.834423,0.0896749,-0.262534,0.000846237,0.945763,0.0892938,0.584347,0.323614,0.164859,0,
22.005,0.301262,-1.07679,0.865805,-0.599229,1.16291,1.3072,-0.515614,-0.189212,-0.00518634,0.241837,-1.07679,0.865805,-0.599229,1.16291,-0.515614,-0.189212,-0.00518634,0.241837,0.301262,9.20145,-0.118088,0.834507,0.0902773,-0.262221,0.0010394,0.94464,0.0831524,0.602375,0.313073,0.192863,0,
22.006,0.302566,-1.07732,0.86565,-0.599308,1.16328,1.30344,-0.526977,-0.155882,-0.0794093,0.366288,-1.07732,0.86565,-0.599308,1.16328,-0.526977,-0.155882,-0.0794093,0.366288,0.302566,9.1892,-0.117207,0.834585,0.0908979,-0.261918,0.00126171,0.943446,0.07739,0.620582,0.303316,0.222019,0,
22.007,0.303865,-1.07785,0.865526,-0.599464,1.16377,1.29891,-0.536896,-0.123094,-0.156062,0.493346,-1.07785,0.865526,-0.599464,1.16377,-0.536896,-0.123094,-0.156062,0.493346,0.303865,9.17705,-0.116327,0.834657,0.0915368,-0.261623,0.00151421,0.942184,0.0719991,0.638924,0.294384,0.252236,0,
22.008,0.305158,-1.0784,0.865436,-0.599699,1.1644,1.29366,-0.545419,-0.0908889,-0.234962,0.622699,-1.0784,0.865436,-0.599699,1.1644,-0.545419,-0.0908889,-0.234962,0.622699,0.305158,9.16499,-0.115447,0.834725,0.0921941,-0.261337,0.00179788,0.94086,0.0669718,0.657354,0.286309,0.283428,0,
22.009,0.306446,-1.07895,0.865376,-0.600015,1.16515,1.28773,-0.552598,-0.059313,-0.315917,0.754045,-1.07895,0.865376,-0.600015,1.16515,-0.552598,-0.059313,-0.315917,0.754045,0.306446,9.15304,-0.114568,0.834788,0.09287,-0.261058,0.00211361,0.939482,0.0623,0.675819,0.27912,0.315512,0,
22.01,0.307727,-1.07951,0.865348,-0.600414,1.16604,1.28116,-0.558484,-0.0284147,-0.398735,0.887091,-1.07951,0.865348,-0.600414,1.16604,-0.558484,-0.0284147,-0.398735,0.887091,0.307727,9.14118,-0.113689,0.834846,0.0935642,-0.260785,0.00246221,0.938057,0.057975,0.694262,0.272838,0.348409,0,
22.011,0.309001,-1.08007,0.86535,-0.600897,1.16706,1.274,-0.563132,0.00175722,-0.483218,1.02155,-1.08007,0.86535,-0.600897,1.16706,-0.563132,0.00175722,-0.483218,1.02155,0.309001,9.12941,-0.112811,0.834901,0.0942769,-0.260518,0.00284441,0.936596,0.0539879,0.712628,0.267482,0.38204,0,
22.012,0.310267,-1.08064,0.865381,-0.601466,1.16822,1.2663,-0.566596,0.0311546,-0.569171,1.15716,-1.08064,0.865381,-0.601466,1.16822,-0.566596,0.0311546,-0.569171,1.15716,0.310267,9.11774,-0.111934,0.834951,0.0950077,-0.260255,0.00326086,0.935107,0.0503292,0.73086,0.263068,0.416331,0,
22.013,0.311525,-1.08121,0.86544,-0.602123,1.16951,1.2581,-0.568931,0.0597316,-0.656403,1.29363,-1.08121,0.86544,-0.602123,1.16951,-0.568931,0.0597316,-0.656403,1.29363,0.311525,9.10617,-0.111057,0.834999,0.0957566,-0.259996,0.00371215,0.933601,0.0469894,0.748905,0.259608,0.451207,0,
22.014,0.312775,-1.08178,0.865528,-0.602868,1.17094,1.24946,-0.570192,0.0874447,-0.744726,1.43071,-1.08178,0.865528,-0.602868,1.17094,-0.570192,0.0874447,-0.744726,1.43071,0.312775,9.09469,-0.110181,0.835043,0.0965233,-0.259739,0.00419878,0.932085,0.0439583,0.76671,0.257111,0.486596,0,
22.015,0.314015,-1.08235,0.865642,-0.603701,1.17251,1.24041,-0.570435,0.114254,-0.833956,1.56815,-1.08235,0.865642,-0.603701,1.17251,-0.570435,0.114254,-0.833956,1.56815,0.314015,9.08331,-0.109305,0.835085,0.0973076,-0.259484,0.0047212,0.930569,0.0412258,0.784224,0.255585,0.52243,0,
22.016,0.315246,-1.08292,0.865782,-0.604625,1.17421,1.23099,-0.569716,0.140123,-0.923917,1.70571,-1.08292,0.865782,-0.604625,1.17421,-0.569716,0.140123,-0.923917,1.70571,0.315246,9.07202,-0.108429,0.835124,0.098109,-0.259229,0.00527979,0.929062,0.0387811,0.801401,0.255036,0.55864,0,
22.017,0.316468,-1.08349,0.865947,-0.60564,1.17606,1.22126,-0.568089,0.16502,-1.01444,1.84314,-1.08349,0.865947,-0.60564,1.17606,-0.568089,0.16502,-1.01444,1.84314,0.316468,9.06082,-0.107554,0.835161,0.0989271,-0.258974,0.00587484,0.92757,0.0366137,0.818195,0.255467,0.595159,0,
22.018,0.317679,-1.08405,0.866136,-0.606745,1.17804,1.21126,-0.565607,0.188917,-1.10536,1.98021,-1.08405,0.866136,-0.606745,1.17804,-0.565607,0.188917,-1.10536,1.98021,0.317679,9.04972,-0.106679,0.835196,0.0997617,-0.258718,0.0065066,0.9261,0.0347126,0.834567,0.256882,0.631923,0,
22.019,0.31888,-1.08462,0.866348,-0.607942,1.18015,1.20102,-0.562326,0.211788,-1.19652,2.11671,-1.08462,0.866348,-0.607942,1.18015,-0.562326,0.211788,-1.19652,2.11671,0.31888,9.03871,-0.105804,0.83523,0.100612,-0.258459,0.00717524,0.924659,0.0330668,0.85048,0.259283,0.668868,0,
22.02,0.32007,-1.08517,0.866582,-0.609229,1.18241,1.19058,-0.558296,0.233615,-1.28778,2.25243,-1.08517,0.866582,-0.609229,1.18241,-0.558296,0.233615,-1.28778,2.25243,0.32007,9.02779,-0.10493,0.835262,0.101478,-0.258197,0.00788089,0.923252,0.0316652,0.865898,0.262668,0.705932,0,
22.021,0.32125,-1.08573,0.866836,-0.610608,1.18479,1.17998,-0.55357,0.254381,-1.379,2.38714,-1.08573,0.866836,-0.610608,1.18479,-0.55357,0.254381,-1.379,2.38714,0.32125,9.01696,-0.104055,0.835293,0.102359,-0.25793,0.00862359,0.921884,0.0304966,0.880791,0.267037,0.743056,0,
22.022,0.32242,-1.08628,0.86711,-0.612079,1.18731,1.16926,-0.548198,0.274074,-1.47004,2.52067,-1.08628,0.86711,-0.612079,1.18731,-0.548198,0.274074,-1.47004,2.52067,0.32242,9.00623,-0.10318,0.835323,0.103254,-0.257658,0.00940336,0.920559,0.0295499,0.895133,0.272389,0.78018,0,
22.023,0.323578,-1.08682,0.867403,-0.613639,1.18997,1.15844,-0.542228,0.292686,-1.56078,2.65281,-1.08682,0.867403,-0.613639,1.18997,-0.542228,0.292686,-1.56078,2.65281,0.323578,8.99558,-0.102306,0.835352,0.104163,-0.25738,0.0102201,0.91928,0.0288141,0.908899,0.278721,0.817248,0,
22.024,0.324726,-1.08735,0.867713,-0.61529,1.19275,1.14757,-0.535708,0.31021,-1.6511,2.78338,-1.08735,0.867713,-0.61529,1.19275,-0.535708,0.31021,-1.6511,2.78338,0.324726,8.98503,-0.101431,0.835381,0.105085,-0.257094,0.0110738,0.918049,0.0282781,0.922067,0.286028,0.854204,0,
22.025,0.325862,-1.08788,0.86804,-0.617031,1.19566,1.13666,-0.528685,0.326646,-1.7409,2.91223,-1.08788,0.86804,-0.617031,1.19566,-0.528685,0.326646,-1.7409,2.91223,0.325862,8.97457,-0.100556,0.835409,0.10602,-0.256801,0.0119641,0.91687,0.0279311,0.934621,0.294307,0.890994,0,
22.026,0.326988,-1.0884,0.868382,-0.618861,1.1987,1.12575,-0.521203,0.341994,-1.83008,3.03917,-1.0884,0.868382,-0.618861,1.1987,-0.521203,0.341994,-1.83008,3.03917,0.326988,8.9642,-0.0996806,0.835437,0.106966,-0.256498,0.012891,0.915742,0.0277622,0.946544,0.303551,0.927565,0,
22.027,0.328103,-1.08892,0.868738,-0.62078,1.20187,1.11487,-0.513305,0.356257,-1.91853,3.16405,-1.08892,0.868738,-0.62078,1.20187,-0.513305,0.356257,-1.91853,3.16405,0.328103,8.95392,-0.098805,0.835465,0.107924,-0.256185,0.0138541,0.914668,0.0277609,0.957824,0.313755,0.963867,0,
22.028,0.329207,-1.08942,0.869107,-0.622786,1.20515,1.10404,-0.505034,0.369443,-2.00618,3.28672,-1.08942,0.869107,-0.622786,1.20515,-0.505034,0.369443,-2.00618,3.28672,0.329207,8.94373,-0.097929,0.835493,0.108892,-0.25586,0.0148531,0.913647,0.0279167,0.96845,0.324911,0.999851,0,
22.029,0.3303,-1.08992,0.869489,-0.624879,1.20856,1.09328,-0.496429,0.38156,-2.09294,3.40705,-1.08992,0.869489,-0.624879,1.20856,-0.496429,0.38156,-2.09294,3.40705,0.3303,8.93363,-0.0970525,0.835522,0.109871,-0.255524,0.0158876,0.91268,0.0282195,0.978414,0.337013,1.03547,0,
22.03,0.331383,-1.09041,0.869881,-0.627058,1.21209,1.08262,-0.487529,0.392619,-2.17874,3.52489,-1.09041,0.869881,-0.627058,1.21209,-0.487529,0.392619,-2.17874,3.52489,0.331383,8.92362,-0.0961756,0.835551,0.110859,-0.255175,0.0169573,0.911765,0.0286592,0.987712,0.35005,1.07067,0,
22.031,0.332455,-1.09088,0.870284,-0.629321,1.21573,1.07208,-0.478371,0.402631,-2.26351,3.64013,-1.09088,0.870284,-0.629321,1.21573,-0.478371,0.402631,-2.26351,3.64013,0.332455,8.9137,-0.095298,0.835581,0.111855,-0.254811,0.0180616,0.910904,0.0292262,0.996338,0.364014,1.10542,0,
22.032,0.333517,-1.09135,0.870696,-0.631668,1.21948,1.06167,-0.468991,0.411612,-2.34719,3.75264,-1.09135,0.870696,-0.631668,1.21948,-0.468991,0.411612,-2.34719,3.75264,0.333517,8.90388,-0.0944198,0.835611,0.112859,-0.254433,0.0192001,0.910093,0.029911,1.00429,0.378896,1.13966,0,
22.033,0.334568,-1.09181,0.871115,-0.634098,1.22334,1.05141,-0.459422,0.419576,-2.42971,3.86232,-1.09181,0.871115,-0.634098,1.22334,-0.459422,0.419576,-2.42971,3.86232,0.334568,8.89414,-0.0935408,0.835642,0.113871,-0.254039,0.0203722,0.909333,0.0307043,1.01157,0.394683,1.17337,0,
22.034,0.335609,-1.09226,0.871542,-0.636609,1.22731,1.04133,-0.449697,0.426541,-2.51104,3.96906,-1.09226,0.871542,-0.636609,1.22731,-0.449697,0.426541,-2.51104,3.96906,0.335609,8.88449,-0.0926611,0.835674,0.114889,-0.253628,0.0215774,0.908621,0.0315973,1.01817,0.411365,1.20648,0,
22.035,0.336641,-1.0927,0.871974,-0.6392,1.23138,1.03143,-0.439847,0.432523,-2.59111,4.07277,-1.0927,0.871974,-0.6392,1.23138,-0.439847,0.432523,-2.59111,4.07277,0.336641,8.87493,-0.0917805,0.835707,0.115913,-0.2532,0.0228149,0.907956,0.0325812,1.02411,0.42893,1.23898,0,
22.036,0.337663,-1.09313,0.872412,-0.64187,1.23556,1.02173,-0.429901,0.437543,-2.6699,4.17336,-1.09313,0.872412,-0.64187,1.23556,-0.429901,0.437543,-2.6699,4.17336,0.337663,8.86546,-0.090899,0.835741,0.116942,-0.252753,0.0240843,0.907335,0.0336479,1.02937,0.447365,1.27082,0,
22.037,0.338675,-1.09355,0.872854,-0.644618,1.23983,1.01225,-0.419887,0.441618,-2.74735,4.27075,-1.09355,0.872854,-0.644618,1.23983,-0.419887,0.441618,-2.74735,4.27075,0.338675,8.85608,-0.0900165,0.835776,0.117976,-0.252287,0.0253847,0.906757,0.0347891,1.03398,0.466657,1.30196,0,
22.038,0.339678,-1.09396,0.873298,-0.647441,1.24419,1.00299,-0.409832,0.444769,-2.82344,4.36485,-1.09396,0.873298,-0.647441,1.24419,-0.409832,0.444769,-2.82344,4.36485,0.339678,8.84679,-0.0891329,0.835812,0.119014,-0.251801,0.0267154,0.90622,0.0359972,1.03792,0.486791,1.33238,0,
22.039,0.340672,-1.09436,0.873745,-0.650339,1.24865,0.993962,-0.399761,0.447016,-2.89814,4.45561,-1.09436,0.873745,-0.650339,1.24865,-0.399761,0.447016,-2.89814,4.45561,0.340672,8.83758,-0.0882483,0.83585,0.120056,-0.251294,0.0280757,0.905721,0.0372646,1.04122,0.507753,1.36203,0,
22.04,0.341657,-1.09475,0.874194,-0.653311,1.25319,0.985184,-0.389697,0.44838,-2.97142,4.54296,-1.09475,0.874194,-0.653311,1.25319,-0.389697,0.44838,-2.97142,4.54296,0.341657,8.82847,-0.0873625,0.835888,0.121099,-0.250765,0.0294648,0.905258,0.0385844,1.04387,0.529527,1.39088,0,
22.041,0.342634,-1.09513,0.874643,-0.656354,1.25782,0.976662,-0.379663,0.448881,-3.04325,4.62684,-1.09513,0.874643,-0.656354,1.25782,-0.379663,0.448881,-3.04325,4.62684,0.342634,8.81945,-0.0864755,0.835929,0.122145,-0.250214,0.0308818,0.904829,0.0399495,1.04588,0.552099,1.41892,0,
22.042,0.343602,-1.0955,0.875091,-0.659467,1.26252,0.968403,-0.369681,0.448541,-3.11362,4.7072,-1.0955,0.875091,-0.659467,1.26252,-0.369681,0.448541,-3.11362,4.7072,0.343602,8.81052,-0.0855871,0.83597,0.123193,-0.249639,0.032326,0.904432,0.0413534,1.04726,0.575451,1.44609,0,
22.043,0.344562,-1.09586,0.875539,-0.66265,1.26731,0.960416,-0.35977,0.44738,-3.18251,4.784,-1.09586,0.875539,-0.66265,1.26731,-0.35977,0.44738,-3.18251,4.784,0.344562,8.80167,-0.0846975,0.836013,0.124241,-0.24904,0.0337964,0.904063,0.0427898,1.04803,0.599567,1.47239,0,
22.044,0.345515,-1.09621,0.875984,-0.6659,1.27216,0.952707,-0.349949,0.44542,-3.2499,4.85719,-1.09621,0.875984,-0.6659,1.27216,-0.349949,0.44542,-3.2499,4.85719,0.345515,8.79292,-0.0838064,0.836058,0.125289,-0.248416,0.0352921,0.903722,0.0442529,1.04818,0.624429,1.49778,0,
22.045,0.34646,-1.09655,0.876427,-0.669216,1.27709,0.945282,-0.340235,0.44268,-3.31578,4.92674,-1.09655,0.876427,-0.669216,1.27709,-0.340235,0.44268,-3.31578,4.92674,0.34646,8.78425,-0.0829139,0.836104,0.126336,-0.247767,0.0368122,0.903406,0.0457367,1.04773,0.650021,1.52224,0,
22.046,0.347399,-1.09688,0.876866,-0.672596,1.28208,0.938147,-0.330645,0.439181,-3.38014,4.99263,-1.09688,0.876866,-0.672596,1.28208,-0.330645,0.439181,-3.38014,4.99263,0.347399,8.77568,-0.0820199,0.836151,0.127383,-0.247091,0.0383557,0.903113,0.047236,1.04668,0.676323,1.54575,0,
22.047,0.34833,-1.0972,0.877301,-0.676039,1.28714,0.931306,-0.321194,0.434943,-3.44296,5.05481,-1.0972,0.877301,-0.676039,1.28714,-0.321194,0.434943,-3.44296,5.05481,0.34833,8.76719,-0.0811243,0.836201,0.128428,-0.246388,0.0399218,0.90284,0.0487456,1.04506,0.703317,1.56828,0,
22.048,0.349255,-1.09751,0.877731,-0.679543,1.29225,0.924765,-0.311897,0.429987,-3.50425,5.11328,-1.09751,0.877731,-0.679543,1.29225,-0.311897,0.429987,-3.50425,5.11328,0.349255,8.7588,-0.0802272,0.836251,0.129471,-0.245657,0.0415093,0.902586,0.0502606,1.04285,0.730984,1.58981,0,
22.049,0.350173,-1.09782,0.878155,-0.683107,1.29742,0.918526,-0.302767,0.424331,-3.564,5.16802,-1.09782,0.878155,-0.683107,1.29742,-0.302767,0.424331,-3.564,5.16802,0.350173,8.75049,-0.0793283,0.836303,0.130511,-0.244898,0.0431172,0.902349,0.0517763,1.04009,0.759306,1.61032,0,
22.05,0.351086,-1.09811,0.878573,-0.686729,1.30264,0.912592,-0.293816,0.417995,-3.6222,5.219,-1.09811,0.878573,-0.686729,1.30264,-0.293816,0.417995,-3.6222,5.219,0.351086,8.74228,-0.0784278,0.836357,0.131548,-0.24411,0.0447446,0.902128,0.0532883,1.03677,0.788262,1.6298,0,
22.051,0.351993,-1.0984,0.878984,-0.690408,1.30791,0.906968,-0.285056,0.410997,-3.67885,5.26623,-1.0984,0.878984,-0.690408,1.30791,-0.285056,0.410997,-3.67885,5.26623,0.351993,8.73416,-0.0775255,0.836412,0.132581,-0.243293,0.0463903,0.90192,0.0547926,1.03291,0.817833,1.64822,0,
22.052,0.352894,-1.09867,0.879387,-0.694142,1.31322,0.901653,-0.276498,0.403355,-3.73395,5.30969,-1.09867,0.879387,-0.694142,1.31322,-0.276498,0.403355,-3.73395,5.30969,0.352894,8.72612,-0.0766214,0.836468,0.133609,-0.242445,0.0480534,0.901724,0.0562852,1.02851,0.847999,1.66557,0,
22.053,0.353791,-1.09894,0.879782,-0.69793,1.31856,0.896652,-0.26815,0.395087,-3.78749,5.34939,-1.09894,0.879782,-0.69793,1.31856,-0.26815,0.395087,-3.78749,5.34939,0.353791,8.71818,-0.0757155,0.836526,0.134633,-0.241566,0.0497326,0.901538,0.0577624,1.02359,0.87874,1.68185,0,
22.054,0.354683,-1.0992,0.880169,-0.701769,1.32395,0.891964,-0.260023,0.386211,-3.83949,5.38532,-1.0992,0.880169,-0.701769,1.32395,-0.260023,0.386211,-3.83949,5.38532,0.354683,8.71033,-0.0748077,0.836586,0.135651,-0.240656,0.051427,0.901362,0.0592207,1.01815,0.910035,1.69702,0,
22.055,0.355571,-1.09945,0.880545,-0.705659,1.32937,0.887592,-0.252123,0.376742,-3.88993,5.41748,-1.09945,0.880545,-0.705659,1.32937,-0.252123,0.376742,-3.88993,5.41748,0.355571,8.70257,-0.073898,0.836647,0.136663,-0.239714,0.0531355,0.901195,0.0606571,1.01221,0.941864,1.71109,0,
22.056,0.356454,-1.0997,0.880912,-0.709598,1.33481,0.883535,-0.24446,0.366698,-3.93882,5.44589,-1.0997,0.880912,-0.709598,1.33481,-0.24446,0.366698,-3.93882,5.44589,0.356454,8.6949,-0.0729863,0.836709,0.137669,-0.23874,0.0548568,0.901034,0.0620683,1.00577,0.974206,1.72403,0,
22.057,0.357334,-1.09993,0.881268,-0.713584,1.34028,0.879795,-0.237038,0.356093,-3.98616,5.47055,-1.09993,0.881268,-0.713584,1.34028,-0.237038,0.356093,-3.98616,5.47055,0.357334,8.68732,-0.0720726,0.836773,0.138668,-0.237733,0.0565899,0.900879,0.0634515,0.998849,1.00704,1.73584,0,
22.058,0.35821,-1.10016,0.881613,-0.717616,1.34578,0.876371,-0.229866,0.344942,-4.03195,5.49147,-1.10016,0.881613,-0.717616,1.34578,-0.229866,0.344942,-4.03195,5.49147,0.35821,8.67983,-0.0711568,0.836838,0.139659,-0.236692,0.0583337,0.90073,0.0648042,0.991448,1.04035,1.74652,0,
22.059,0.359084,-1.10039,0.881946,-0.721692,1.35128,0.873264,-0.222946,0.333262,-4.0762,5.50866,-1.10039,0.881946,-0.721692,1.35128,-0.222946,0.333262,-4.0762,5.50866,0.359084,8.67244,-0.070239,0.836904,0.140643,-0.235618,0.0600869,0.900585,0.0661238,0.983579,1.0741,1.75605,0,
22.06,0.359954,-1.1006,0.882267,-0.725811,1.35681,0.870472,-0.216286,0.321064,-4.11891,5.52215,-1.1006,0.882267,-0.725811,1.35681,-0.216286,0.321064,-4.11891,5.52215,0.359954,8.66514,-0.0693191,0.836972,0.141618,-0.234509,0.0618485,0.900444,0.067408,0.975251,1.10829,1.76442,0,
22.061,0.360822,-1.10081,0.882576,-0.729971,1.36234,0.867996,-0.209888,0.308364,-4.16007,5.53195,-1.10081,0.882576,-0.729971,1.36234,-0.209888,0.308364,-4.16007,5.53195,0.360822,8.65793,-0.0683971,0.837041,0.142585,-0.233366,0.0636173,0.900307,0.0686548,0.966472,1.14289,1.77163,0,
22.062,0.361688,-1.10102,0.882871,-0.734171,1.36788,0.865834,-0.203756,0.295174,-4.1997,5.53807,-1.10102,0.882871,-0.734171,1.36788,-0.203756,0.295174,-4.1997,5.53807,0.361688,8.65081,-0.0674729,0.837111,0.143542,-0.232188,0.0653921,0.900173,0.0698622,0.957252,1.17788,1.77768,0,
22.063,0.362552,-1.10121,0.883153,-0.738409,1.37342,0.863985,-0.197894,0.281507,-4.23779,5.54055,-1.10121,0.883153,-0.738409,1.37342,-0.197894,0.281507,-4.23779,5.54055,0.362552,8.64378,-0.0665464,0.837182,0.14449,-0.230974,0.0671718,0.900041,0.0710284,0.947598,1.21323,1.78256,0,
22.064,0.363414,-1.10141,0.88342,-0.742683,1.37896,0.862448,-0.192304,0.267375,-4.27434,5.53939,-1.10141,0.88342,-0.742683,1.37896,-0.192304,0.267375,-4.27434,5.53939,0.363414,8.63685,-0.0656178,0.837255,0.145427,-0.229724,0.0689551,0.899913,0.0721517,0.937519,1.24893,1.78627,0,
22.065,0.364276,-1.10159,0.883673,-0.746992,1.38449,0.861221,-0.186988,0.25279,-4.30937,5.53464,-1.10159,0.883673,-0.746992,1.38449,-0.186988,0.25279,-4.30937,5.53464,0.364276,8.63001,-0.0646869,0.837328,0.146354,-0.228438,0.070741,0.899786,0.0732306,0.927023,1.28496,1.7888,0,
22.066,0.365136,-1.10178,0.88391,-0.751335,1.39002,0.860303,-0.181948,0.237762,-4.34286,5.52631,-1.10178,0.88391,-0.751335,1.39002,-0.181948,0.237762,-4.34286,5.52631,0.365136,8.62327,-0.0637538,0.837403,0.14727,-0.227116,0.0725283,0.899663,0.0742638,0.916118,1.3213,1.79017,0,
22.067,0.365996,-1.10195,0.884133,-0.75571,1.39553,0.859692,-0.177184,0.222303,-4.37483,5.51443,-1.10195,0.884133,-0.75571,1.39553,-0.177184,0.222303,-4.37483,5.51443,0.365996,8.61662,-0.0628183,0.837478,0.148175,-0.225757,0.0743157,0.899542,0.0752501,0.904812,1.35792,1.79036,0,
22.068,0.366855,-1.10213,0.884339,-0.760115,1.40103,0.859386,-0.172698,0.206424,-4.40527,5.49903,-1.10213,0.884339,-0.760115,1.40103,-0.172698,0.206424,-4.40527,5.49903,0.366855,8.61006,-0.0618805,0.837554,0.149068,-0.224362,0.0761021,0.899424,0.0761883,0.893112,1.39482,1.78938,0,
22.069,0.367714,-1.10229,0.884529,-0.764549,1.40651,0.859382,-0.168489,0.190133,-4.43418,5.48015,-1.10229,0.884529,-0.764549,1.40651,-0.168489,0.190133,-4.43418,5.48015,0.367714,8.6036,-0.0609404,0.837632,0.149949,-0.222928,0.0778863,0.89931,0.0770775,0.881026,1.43196,1.78723,0,
22.07,0.368574,-1.10246,0.884703,-0.769011,1.41197,0.859679,-0.164559,0.173441,-4.46157,5.4578,-1.10246,0.884703,-0.769011,1.41197,-0.164559,0.173441,-4.46157,5.4578,0.368574,8.59724,-0.059998,0.83771,0.150818,-0.221458,0.0796673,0.899199,0.0779167,0.868561,1.46932,1.78391,0,
22.071,0.369434,-1.10262,0.884859,-0.773498,1.4174,0.860273,-0.160905,0.156358,-4.48743,5.43203,-1.10262,0.884859,-0.773498,1.4174,-0.160905,0.156358,-4.48743,5.43203,0.369434,8.59097,-0.0590531,0.837789,0.151673,-0.21995,0.0814437,0.899092,0.0787053,0.855725,1.5069,1.77943,0,
22.072,0.370295,-1.10278,0.884998,-0.77801,1.4228,0.861162,-0.157529,0.138891,-4.51176,5.40286,-1.10278,0.884998,-0.77801,1.4228,-0.157529,0.138891,-4.51176,5.40286,0.370295,8.58479,-0.0581059,0.837869,0.152516,-0.218404,0.0832145,0.89899,0.0794426,0.842525,1.54467,1.7738,0,
22.073,0.371158,-1.10293,0.885119,-0.782545,1.42817,0.862344,-0.154427,0.12105,-4.53456,5.37034,-1.10293,0.885119,-0.782545,1.42817,-0.154427,0.12105,-4.53456,5.37034,0.371158,8.57871,-0.0571563,0.837949,0.153345,-0.216819,0.0849785,0.898893,0.080128,0.828967,1.58261,1.76701,0,
22.074,0.372022,-1.10308,0.885222,-0.787101,1.43351,0.863815,-0.151599,0.102842,-4.55583,5.3345,-1.10308,0.885222,-0.787101,1.43351,-0.151599,0.102842,-4.55583,5.3345,0.372022,8.57273,-0.0562042,0.83803,0.15416,-0.215197,0.0867346,0.898803,0.0807611,0.815058,1.6207,1.75908,0,
22.075,0.372887,-1.10323,0.885306,-0.791676,1.4388,0.865573,-0.149043,0.0842769,-4.57557,5.29536,-1.10323,0.885306,-0.791676,1.4388,-0.149043,0.0842769,-4.57557,5.29536,0.372887,8.56684,-0.0552498,0.838112,0.154961,-0.213537,0.0884816,0.898719,0.0813416,0.800806,1.65892,1.75001,0,
22.076,0.373755,-1.10338,0.885372,-0.79627,1.44406,0.867613,-0.146757,0.0653609,-4.59378,5.25298,-1.10338,0.885372,-0.79627,1.44406,-0.146757,0.0653609,-4.59378,5.25298,0.373755,8.56105,-0.0542929,0.838194,0.155747,-0.211838,0.0902184,0.898642,0.081869,0.786217,1.69727,1.73981,0,
22.077,0.374625,-1.10352,0.885418,-0.80088,1.44926,0.869934,-0.144738,0.0461019,-4.61044,5.20739,-1.10352,0.885418,-0.80088,1.44926,-0.144738,0.0461019,-4.61044,5.20739,0.374625,8.55536,-0.0533336,0.838276,0.156518,-0.2101,0.0919439,0.898574,0.0823434,0.771298,1.73571,1.7285,0,
22.078,0.375497,-1.10367,0.885444,-0.805506,1.45442,0.872532,-0.142984,0.0265073,-4.62556,5.15862,-1.10367,0.885444,-0.805506,1.45442,-0.142984,0.0265073,-4.62556,5.15862,0.375497,8.54976,-0.0523718,0.83836,0.157274,-0.208324,0.093657,0.898516,0.0827645,0.756054,1.77423,1.71607,0,
22.079,0.376373,-1.10381,0.885451,-0.810145,1.45953,0.875402,-0.141492,0.00658391,-4.63913,5.10672,-1.10381,0.885451,-0.810145,1.45953,-0.141492,0.00658391,-4.63913,5.10672,0.376373,8.54427,-0.0514076,0.838443,0.158015,-0.206509,0.0953566,0.898467,0.0831324,0.740494,1.81282,1.70255,0,
